,name,age,gender,party,votes,percent_votes,constituency,constituency_category
378,Katakadhond Deepak Gangaram,30,M,HJP,931,0.5301580793585714,Nagthan,SC
379,Krishna Thavaru Chavan,43,M,AIMEP,614,0.349642385312742,Nagthan,SC
380,Bagayat Dadasaheb Siddappa,44,M,IND,557,0.3171837273928294,Nagthan,SC
381,Kavita Deepak Katakadhond,27,F,BRMSC,506,0.2881417703065919,Nagthan,SC
382,T. K. Dasar,49,M,IND,418,0.2380301580793585,Nagthan,SC
383,Sanjeev Pundaleek Mane,38,M,NAC,408,0.2323356566899002,Nagthan,SC
384,Bharati Lavakush Kalebag,43,F,KJP,317,0.1805156940458293,Nagthan,SC
385,Yashvantharaygouda Vittalagouda Patil,50,M,INC,50401,29.980786504154988,Indi,GEN
386,B D Patil (Hanjagi),46,M,JD(S),40463,24.069216172647835,Indi,GEN
387,Dayasagar Bapuraya Patil,46,M,BJP,38941,23.163861972149352,Indi,GEN
388,Ravikanth Shankreppa Patil,60,M,IND,31425,18.69300640648143,Indi,GEN
389,Sadashiva Girimalla Biradar,31,M,IND,2196,1.3062797794314471,Indi,GEN
390,NOTA,,,NOTA,1244,0.7399872703154463,Indi,GEN
391,Venkateshwar Mahaswamiji (Katakadhond),30,M,HJP,941,0.5597492133173916,Indi,GEN
392,Laxmibai Doddappa Tadlagi,49,F,AIMEP,656,0.3902183676261517,Indi,GEN
393,Chandrashekhar Basappa Hosamani,31,M,IND,488,0.2902843954292105,Indi,GEN
394,Gollalalinganagouda Peerappagouda Jyotigond,36,M,IND,461,0.2742235784689877,Indi,GEN
395,Abujar Kashimsab Thamatager,55,M,IND,352,0.209385465555496,Indi,GEN
396,M M Bagawan,27,M,IND,317,0.1885658880144666,Indi,GEN
397,Channappa Siddappa Bhosagi,32,M,IND,226,0.13443498640779,Indi,GEN
398,Managuli Mallappa Channaveerappa,82,M,JD(S),70865,44.15374838002194,Sindgi,GEN
399,Bhusanur Ramesh Balappa,59,M,BJP,61560,38.35609610208354,Sindgi,GEN
400,Sali Mallanna Ningappa,62,M,INC,22818,14.217176752068587,Sindgi,GEN
401,NOTA,,,NOTA,1222,0.7613896919549397,Sindgi,GEN
402,Shamashoddin Khajesab Mulla,38,M,NCP,918,0.571976871697737,Sindgi,GEN
403,Nagesh Lakku Rathod,40,M,IND,781,0.4866164888844582,Sindgi,GEN
404,Gulshanbi Davalsab Nadaf,39,F,AIMEP,703,0.4380171468447812,Sindgi,GEN
405,Liyakhatali Mirasaheb Darga,52,M,PPRP,638,0.3975176951450503,Sindgi,GEN
406,Mallu Nagappa Pujari,39,M,IND,576,0.358887448908384,Sindgi,GEN
407,Iranna Madivalappa Vishwakarma,56,M,IND,415,0.2585734223905891,Sindgi,GEN
408,M Y Patil,77,M,INC,71735,47.91661100275203,Afzalpur,GEN
409,Malikayya Guttedar,63,M,BJP,61141,40.84016886205146,Afzalpur,GEN
410,Raju Gouda Revoor,57,M,JD(S),13340,8.910679456007696,Afzalpur,GEN
411,NOTA,,,NOTA,1243,0.8302829508109119,Afzalpur,GEN
412,Raju Ramachandra Heroor,41,M,AIMEP,596,0.3981083175247816,Afzalpur,GEN
413,Digambar,40,M,IND,590,0.3941005156705052,Afzalpur,GEN
414,Wali Mallappa,31,M,IND,564,0.3767333743019745,Afzalpur,GEN
415,K M Barma,48,M,DRAPP,499,0.3333155208806476,Afzalpur,GEN
416,Ajay Dharam Singh,44,M,INC,68508,42.3552978126198,Jevargi,GEN
417,Doddappagowda S. Patil Naribol,46,M,BJP,52452,32.42862265527432,Jevargi,GEN
418,Kedarlingayya Hiremath,60,M,JD(S),35691,22.06607891385258,Jevargi,GEN
419,NOTA,,,NOTA,1310,0.8099118370778875,Jevargi,GEN
420,Prabhu Kalappa,39,M,AIMEP,856,0.529224833998986,Jevargi,GEN
421,Vakil Patel S O Khajapatel,44,M,IND,813,0.5026399416368874,Jevargi,GEN
422,Siddappa Hugar,40,M,IND,732,0.4525614234664226,Jevargi,GEN
423,Praveenkumar Basayya Kuntojimath,45,M,SHS,478,0.295525082536817,Jevargi,GEN
424,Ramu S O Chatru Chavhan,51,M,IND,318,0.1966045528173803,Jevargi,GEN
425,Bhimayya Somayya,48,M,IND,238,0.147144287957662,Jevargi,GEN
426,Nagesh S O Veeranna,26,M,IND,229,0.1415800081609437,Jevargi,GEN
427,Darman,39,M,IND,121,0.0748086506003239,Jevargi,GEN
428,Narasimhanayak (Rajugouda),39,M,BJP,104426,52.95543520152539,Shorapur,ST
429,Raja Venkatappa Naik,61,M,INC,81858,41.510983995618574,Shorapur,ST
430,Raja Krishnappa Nayak,38,M,JD(S),4796,2.4320980141585022,Shorapur,ST
431,NOTA,,,NOTA,1720,0.872228645611473,Shorapur,ST
432,Raja Ramappa Nayak (Jeji),45,M,AIMEP,1513,0.7672569423314874,Shorapur,ST
433,Yamanappa,37,M,IND,795,0.4031521937564656,Shorapur,ST
434,Anilkumar,52,M,IND,772,0.3914886711698006,Shorapur,ST
435,Hanamantraya,36,M,IND,594,0.3012231485425667,Shorapur,ST
436,Gopal,52,M,IND,387,0.1962514452625814,Shorapur,ST
437,Chandrakanth,42,M,IND,335,0.1698817420231647,Shorapur,ST
438,Sharanabasappa Gouda Darshanapur,58,M,INC,78642,50.27296554369367,Shahapur,GEN
439,Guru Patil Sirwal,47,M,BJP,47668,30.472415777024867,Shahapur,GEN
440,Ameenraddi Yalagi,34,M,JD(S),23329,14.913379786485969,Shahapur,GEN
441,Azam Ali,32,M,AIMEP,1767,1.1295787253084446,Shahapur,GEN
442,NOTA,,,NOTA,1422,0.9090327942210574,Shahapur,GEN
443,Manohar,50,M,IND,1197,0.7651984913379788,Shahapur,GEN
444,Basavaraj,32,M,IND,1017,0.6501310490315155,Shahapur,GEN
445,Bhimaraya,30,M,JANSAMAP,561,0.3586268618551428,Shahapur,GEN
446,Appa Sahebagouda,51,M,IND,480,0.3068465128172346,Shahapur,GEN
447,Anwar Hussain,49,M,IND,347,0.2218244582241257,Shahapur,GEN
448,Venkatreddy Mudnal,63,M,BJP,62227,43.07887212787904,Yadgir,GEN
449,Dr.A B Maalakaraddy,82,M,INC,49346,34.16153798226364,Yadgir,GEN
450,A.C. Kadloor,75,M,JD(S),25774,17.842975721534938,Yadgir,GEN
451,NOTA,,,NOTA,1648,1.1408870950993084,Yadgir,GEN
452,M. Basavaraj Padukoti,51,M,AIMEP,1074,0.7435150122188454,Yadgir,GEN
453,Irappa M.Kasan,36,M,BRPI,1068,0.7393612970667847,Yadgir,GEN
454,Saidappa,29,M,BPKP,993,0.6874398576660274,Yadgir,GEN
455,Maruti Rao,46,M,DRAPP,790,0.5469058283546442,Yadgir,GEN
456,Anantha Reddy,34,M,IND,766,0.5302909677464018,Yadgir,GEN
457,Krishna. K,37,M,PPOI,427,0.2956060616549785,Yadgir,GEN
458,Dr Devanand Koli,49,M,HJP,336,0.232608048515393,Yadgir,GEN
459,Nagangouda Kandkur,72,M,JD(S),79627,52.39514653822364,Gurmitkal,GEN
460,Baburao Chinchansur,68,M,INC,55147,36.28712806137892,Gurmitkal,GEN
461,Sayibanna,57,M,BJP,8995,5.918775580033428,Gurmitkal,GEN
462,NOTA,,,NOTA,2418,1.591061628962849,Gurmitkal,GEN
463,Chandrashekar T.Dasankeri,32,M,INCP,1392,0.9159461486833276,Gurmitkal,GEN
464,K. Somashekar,52,M,SUCI,1272,0.8369852737968337,Gurmitkal,GEN
465,Satyanarayana Yadav,59,M,SP,584,0.3842762577809362,Gurmitkal,GEN
466,Ashok,28,M,NAC,569,0.3744061484201244,Gurmitkal,GEN
467,Babankumar,37,M,BBKD,543,0.3572979588613842,Gurmitkal,GEN
468,Venkatesh,30,M,DRAPP,427,0.2809691131377735,Gurmitkal,GEN
469,Jafar Hussain,30,M,AIMEP,386,0.2539908142182215,Gurmitkal,GEN
470,Bhaskar,28,M,BPKP,333,0.2191164278100201,Gurmitkal,GEN
471,Papanna,31,M,HJP,281,0.1849000486925395,Gurmitkal,GEN
472,Priyank Kharge,39,M,INC,69700,49.65483831900207,Chittapur,SC
473,Valmik Naik,70,M,BJP,65307,46.52522992968533,Chittapur,SC
474,Devaraja V K,33,M,BSP,1218,0.8677129565644836,Chittapur,SC
475,Raju Hadnoor,32,M,AIMEP,1136,0.8092954997185988,Chittapur,SC
476,NOTA,,,NOTA,1052,0.7494532268520828,Chittapur,SC
477,Sabanna B Doddamni,48,M,IND,615,0.4381309263441358,Chittapur,SC
478,Shankar Chawan,62,M,IND,612,0.4359937023131888,Chittapur,SC
479,Vinod Anna,38,M,IND,418,0.2977865483119492,Chittapur,SC
480,Rukkappa K Leader,41,M,IND,311,0.2215588912081727,Chittapur,SC
481,Rajkumar Patil,43,M,BJP,80668,50.87217001954972,Sedam,GEN
482,Dr. Sharan Prakash Rudrappa Patil,51,M,INC,73468,46.331588572870025,Sedam,GEN
483,Sunita Mahantesh Talawar Malkhed,34,F,JD(S),2075,1.308570347480608,Sedam,GEN
484,NOTA,,,NOTA,1260,0.7946017531689474,Sedam,GEN
485,Rekha Dayanand Hulasagud,27,F,AIMEP,1099,0.693069306930693,Sedam,GEN
486,Dr. Umesh G Jadhav,58,M,INC,73905,55.568504789545706,Chincholi,SC
487,Sunil Y Vallyapure,52,M,BJP,54693,41.12317478458323,Chincholi,SC
488,Sushilabai B Korvi,59,F,JD(S),1621,1.2188153205311358,Chincholi,SC
489,NOTA,,,NOTA,1082,0.8135460683619303,Chincholi,SC
490,Mithun Khemu Rathod,26,M,IND,391,0.293989383298997,Chincholi,SC
491,Vijaylaxmi Laxman Omkar,40,F,AIMEP,317,0.2383494488638927,Chincholi,SC
492,Basavaraj Anwarkar,72,M,IND,246,0.1849651874464278,Chincholi,SC
493,Goutam Manik More,34,M,NAC,233,0.1751906043699905,Chincholi,SC
494,Basawaraj M Wadi,45,M,INCP,185,0.1390998360877607,Chincholi,SC
495,Srikant Manikrao,27,M,DRAPP,176,0.1323328170348426,Chincholi,SC
496,Shankar Jadhav,57,M,BHPP,149,0.1120317598760883,Chincholi,SC
497,Basawaraj Mattimud,38,M,BJP,61750,40.49313092232532,Gulbarga Rural,SC
498,Vijaykumar G Ramakrishna,39,M,INC,49364,32.370897406472345,Gulbarga Rural,SC
499,Revu Naik Belamagi,77,M,JD(S),29538,19.36981540378373,Gulbarga Rural,SC
500,Ambalaga Maruti Manapade,61,M,CPM,3491,2.289255385422473,Gulbarga Rural,SC
501,Girish Bailappa Kambanavar,38,M,IND,2129,1.3961113479130465,Gulbarga Rural,SC
502,NOTA,,,NOTA,1612,1.0570838388143873,Gulbarga Rural,SC
503,Ganapath Rao K Mane,40,M,SUCI,1044,0.6846126102495164,Gulbarga Rural,SC
504,Sujata,39,F,AIMEP,798,0.523295845765435,Gulbarga Rural,SC
505,Vijay Jadhav,31,M,IND,593,0.3888652086953671,Gulbarga Rural,SC
506,Shivasharanappa Marutirao,43,M,IND,541,0.3547657300239352,Gulbarga Rural,SC
507,Ramesh Bhimsingh,33,M,IND,482,0.3160759369159645,Gulbarga Rural,SC
508,Shankar Jadhav,56,M,BHPP,436,0.2859110134758517,Gulbarga Rural,SC
509,Manjunath Annappa,35,M,IND,394,0.2583691268566182,Gulbarga Rural,SC
510,Bharata Kumar D Kumsi,29,M,IND,323,0.2118102232860094,Gulbarga Rural,SC
511,Dattatraya C Patil Revoor Appu Gouda,35,M,BJP,64788,44.87884623377343,Gulbarga Dakshin,GEN
512,Allamprabhu Patil,62,M,INC,59357,41.116775882850064,Gulbarga Dakshin,GEN
513,Basavaraj Diggavi,46,M,JD(S),14359,9.94652332331223,Gulbarga Dakshin,GEN
514,Suryakant Nimbalkar,47,M,BSP,1853,1.2835787811196853,Gulbarga Dakshin,GEN
515,NOTA,,,NOTA,1114,0.7716712154167993,Gulbarga Dakshin,GEN
516,Rizwan Ur Rahman Siddiqui,51,M,IND,597,0.4135437303445505,Gulbarga Dakshin,GEN
517,Maqbool Khan Heerapur,49,M,IND,479,0.3318047685679057,Gulbarga Dakshin,GEN
518,M S Udanoor,61,M,INCP,288,0.1994984829802856,Gulbarga Dakshin,GEN
519,Prahlad Matmari,46,M,IND,259,0.1794100940690763,Gulbarga Dakshin,GEN
520,Syed Abdul Bari,58,M,WPOI,252,0.1745611726077499,Gulbarga Dakshin,GEN
521,Jagannath M Chawan,54,M,NDEP,229,0.1586290020919632,Gulbarga Dakshin,GEN
522,Ratna Sukhjinder Singh,46,F,AIMEP,184,0.1274573641262936,Gulbarga Dakshin,GEN
523,Viranna Koralli,49,M,SHS,179,0.1239938487967747,Gulbarga Dakshin,GEN
524,Dharmaveer S Pujari,57,M,IND,171,0.1184522242695446,Gulbarga Dakshin,GEN
525,Chandsab Maktumsab Bhimalli,54,M,IND,138,0.0955930230947202,Gulbarga Dakshin,GEN
526,Ramadevi Rajkumar Madgi,38,F,SHP,115,0.0796608525789335,Gulbarga Dakshin,GEN
527,Kaneez Fatima,58,F,INC,64311,43.29191124993268,Gulbarga Uttar,GEN
528,Chandrakant B Patil (Chandu Patil),37,M,BJP,58371,39.29331143303355,Gulbarga Uttar,GEN
529,Nasir Hussain Ustad,41,M,JD(S),14422,9.708384942646346,Gulbarga Uttar,GEN
530,Wahaj Baba,34,M,IND,7166,4.823900048467877,Gulbarga Uttar,GEN
531,NOTA,,,NOTA,1116,0.7512520868113524,Gulbarga Uttar,GEN
532,Mohammed Mohsin,41,M,SDPI,797,0.5365124670149173,Gulbarga Uttar,GEN
533,Mohd Shafee Khasim Patel,36,M,IND,675,0.4543863428294469,Gulbarga Uttar,GEN
534,Syed Imran Syed Abdul Raheman,27,M,IND,450,0.3029242285529646,Gulbarga Uttar,GEN
535,Sanjeevkumar Karikal,42,M,AAAP,198,0.1332866605633044,Gulbarga Uttar,GEN
536,Abdul Hameed Dabur,68,M,ABML(S),188,0.1265550110399052,Gulbarga Uttar,GEN
537,Shamala M Udnoor,46,F,INCP,174,0.1171307017071463,Gulbarga Uttar,GEN
538,Sakina Patel,42,F,AIMEP,160,0.1077063923743874,Gulbarga Uttar,GEN
539,Jalaluddin Qadri,49,M,IND,151,0.1016479078033281,Gulbarga Uttar,GEN
540,Prakash Rathod,30,M,BBKD,149,0.1003015778986482,Gulbarga Uttar,GEN
541,Rukum Shah,39,M,AIUC,121,0.0814529592331305,Gulbarga Uttar,GEN
542,Abdul Baseer,48,M,IND,103,0.0693359900910119,Gulbarga Uttar,GEN
543,Guttedar Subhash Rukmayya,66,M,BJP,76815,47.82733221675,Aland,GEN
544,B R Patil,68,M,INC,76118,47.39335902720271,Aland,GEN
545,Arunkumar C Patil Hallisalgar,46,M,JD(U),2213,1.3778804425654851,Aland,GEN
546,NOTA,,,NOTA,1445,0.8997005149151045,Aland,GEN
547,Suryakant K Koralli,55,M,JD(S),1387,0.8635879682956745,Aland,GEN
548,Swami Shivayya,48,M,IND,808,0.5030851322155048,Aland,GEN
549,Ratnappa Ramchandrappa,46,M,IND,393,0.2446936348523432,Aland,GEN
550,Afzal Ansari,47,M,AIMEP,390,0.2428257445099589,Aland,GEN
551,Sharanappa Bhimsha Zalake,49,M,BJC,388,0.2415804842817027,Aland,GEN
552,Kushal Chattru Rathod,45,M,NDEP,344,0.2141847592600663,Aland,GEN
553,Ansari Jaheer,41,M,IND,199,0.1239033927114918,Aland,GEN
554,D K Konkate Kerror,41,M,RSPS,109,0.0678666824399629,Aland,GEN
555,B. Narayanrao,63,M,INC,61425,42.26704099748152,Basavakalyan,GEN
556,Mallikarjun Son Of Sidramappa Khuba,41,M,BJP,44153,30.38203762575176,Basavakalyan,GEN
557,P.G.R. Sindhia,68,M,JD(S),31414,21.616228341797065,Basavakalyan,GEN
558,Deepak Malgar,33,M,AAAP,1747,1.2021248778608098,Basavakalyan,GEN
559,NOTA,,,NOTA,1410,0.9702324429214318,Basavakalyan,GEN
560,Shrimanthrao Arjunrao,66,M,IND,840,0.5780108170595762,Basavakalyan,GEN
561,Ram Son Of Indrajeet,47,M,NCP,783,0.5387886544733909,Basavakalyan,GEN
562,Purushotam,27,M,AIMEP,749,0.5153929785447889,Basavakalyan,GEN
563,Ajinkya Mulay,33,M,BMUP,655,0.4507108156833602,Basavakalyan,GEN
564,Chandrakanth Gyanoba Rane,48,M,IND,490,0.3371729766180862,Basavakalyan,GEN
565,Babu Pasha Moinoddin,45,M,IND,443,0.3048318951873718,Basavakalyan,GEN
566,Anil Gurunath,33,M,BBKD,441,0.3034556789562776,Basavakalyan,GEN
567,Vijay Kumar,49,M,IND,418,0.287629192298694,Basavakalyan,GEN
568,C. Narayan,52,M,IND,358,0.246342705365867,Basavakalyan,GEN
569,Rajshekhar,54,M,INC,74945,47.03611886904949,Humnabad,GEN
570,Subhash,68,M,BJP,43131,27.069382119433893,Humnabad,GEN
571,M Naseemoddin Patel,56,M,JD(S),34280,21.5144193052374,Humnabad,GEN
572,Ankush,48,M,BRPP,3644,2.2870053660526564,Humnabad,GEN
573,NOTA,,,NOTA,1173,0.7361847679417579,Humnabad,GEN
574,Anjum Begum,40,F,AIMEP,737,0.4625474628926476,Humnabad,GEN
575,Prashant,31,M,DRAPP,718,0.4506229014340854,Humnabad,GEN
576,Eknath,63,M,IND,707,0.4437192079580757,Humnabad,GEN
577,Bandeppa,54,M,JD(S),55107,39.67757961508276,Bidar South,GEN
578,Dr Shailendra Beldale,44,M,BJP,42365,30.503214843721874,Bidar South,GEN
579,Ashok Kheny,68,M,INC,35131,25.2946640074305,Bidar South,GEN
580,Nazeer Ahmed,34,M,WPOI,968,0.6969694787849114,Bidar South,GEN
581,NOTA,,,NOTA,957,0.6890493710714466,Bidar South,GEN
582,Mohammed Azmath,26,M,AIMEP,792,0.570247755369473,Bidar South,GEN
583,Syed Rahamathulla Hussaini,48,M,IND,779,0.5608876280717418,Bidar South,GEN
584,A Saleem,55,M,BPJP,690,0.4968067565718894,Bidar South,GEN
585,Syed Rafiulla,39,M,IND,555,0.3996054346339109,Bidar South,GEN
586,Shivraj(Babu),54,M,IND,381,0.2743237308027389,Bidar South,GEN
587,Abraham T J,57,M,IND,345,0.2484033782859447,Bidar South,GEN
588,Ravindarkumar,34,M,IND,312,0.2246430551455499,Bidar South,GEN
589,Narsappa,80,M,IND,265,0.1908025949152908,Bidar South,GEN
590,Rajkumar,37,M,PPOI,240,0.1728023501119615,Bidar South,GEN
591,Rahim Khan,52,M,INC,73270,52.10385214367494,Bidar,GEN
592,Surayakanth Nagmarpalli,49,M,BJP,63025,44.81841519523833,Bidar,GEN
593,M Muniyappa,58,M,BSP,1384,0.9841917751719136,Bidar,GEN
594,NOTA,,,NOTA,690,0.4906736451362863,Bidar,GEN
595,Khayamuddin,32,M,NDEP,568,0.4039168557063922,Bidar,GEN
596,Md Gulam Ali,35,M,IND,408,0.2901374597327606,Bidar,GEN
597,Mohd Naser Khan,45,M,AIMEP,378,0.2688038229877047,Bidar,GEN
598,Mallappa,30,M,IND,258,0.183469276007481,Bidar,GEN
599,Abdul Razak,42,M,IND,186,0.1322685478193467,Bidar,GEN
600,Swamidas,31,M,DRAPP,182,0.1294240629200059,Bidar,GEN
601,Ishwar Kaneri,58,M,IND,163,0.1159127596481372,Bidar,GEN
602,Sravan Bande Muganal,51,M,KAP,111,0.0789344559567069,Bidar,GEN
603,Eshwar Khandre,56,M,INC,84673,50.68479210813011,Bhalki,GEN
604,D K Sidram,49,M,BJP,63235,37.8521232146919,Bhalki,GEN
605,Khandre Prakash,61,M,JD(S),15142,9.063917920722144,Bhalki,GEN
606,NOTA,,,NOTA,1042,0.6237354691185097,Bhalki,GEN
607,Eshwarappa Chakote Advocate,73,M,JD(U),668,0.3998611260759736,Bhalki,GEN
608,Vaijinath Shapure,25,M,IND,577,0.3453890265656239,Bhalki,GEN
609,Balajirao,47,M,IND,468,0.280142226053227,Bhalki,GEN
610,Sharad,42,M,IND,419,0.2508110955476541,Bhalki,GEN
611,Venkat Rao Biradar,57,M,SHS,280,0.1676064600318452,Bhalki,GEN
612,Puttaraj,33,M,SP,209,0.1251062505237702,Bhalki,GEN
613,Umesh,46,M,IND,183,0.1095427935208131,Bhalki,GEN
614,Bansilal,37,M,IND,162,0.0969723090184247,Bhalki,GEN
615,Prabhu Chauhan,49,M,BJP,75061,50.92022875129741,Aurad,SC
616,Vijaykumar,39,M,INC,64469,43.734778744852754,Aurad,SC
617,Dhanaji,43,M,JD(S),2605,1.7671919624988977,Aurad,SC
618,Anand,42,M,BBKD,1233,0.836448249428461,Aurad,SC
619,NOTA,,,NOTA,964,0.6539627838191698,Aurad,SC
620,Pramodkumar,27,M,AIMEP,950,0.6444653989919205,Aurad,SC
621,Santosh,35,M,IND,653,0.4429851637281305,Aurad,SC
622,Roshan,45,M,SHS,554,0.3758250853068673,Aurad,SC
623,Chandar,80,M,IND,553,0.3751467006763495,Aurad,SC
624,Dilipkumar,46,M,SJPA,367,0.2489671594000366,Aurad,SC
625,Basanagouda Daddal,46,M,INC,66656,41.2268602989838,Raichur Rural,ST
626,Tipparaju Hawaldar,41,M,BJP,56692,35.064107718284774,Raichur Rural,ST
627,Ravi Kumar Patil,41,M,JD(S),34250,21.18368886882193,Raichur Rural,ST
628,NOTA,,,NOTA,1806,1.1170143677983189,Raichur Rural,ST
629,Ramayya Nayaka,33,M,AIMEP,1273,0.7873528738689147,Raichur Rural,ST
630,Huligemma Shivaraj Ghante,35,F,IND,1004,0.6209758722422548,Raichur Rural,ST
631,Dr. Shivaraj Patil,47,M,BJP,56511,45.61311464824202,Raichur,GEN
632,Syed Yaseen,68,M,INC,45520,36.74167823588287,Raichur,GEN
633,Mahantesh Patil,54,M,JD(S),7796,6.292577406127918,Raichur,GEN
634,E Anjaneya,58,M,IND,5701,4.601588480289284,Raichur,GEN
635,Syed Masoom,40,M,IND,1290,1.041229457914958,Raichur,GEN
636,Kavitha G H,25,F,IND,778,0.6279662932231298,Raichur,GEN
637,Srihari S,25,M,NCP,662,0.5343363574726374,Raichur,GEN
